user_id,book_id,borrow_date,return_date,reservation_status,overdue_status,user_role,book_category
U136,B136,12/27/2021,1/12/2022,False,1,student,fiction
U137,B137,7/23/2023,7/29/2023,False,0,student,science
U138,B138,6/8/2021,6/22/2021,True,1,student,science
U139,B139,11/12/2023,11/25/2023,True,1,student,non-fiction
U140,B140,6/9/2022,6/26/2022,True,1,faculty,non-fiction
U141,B141,10/15/2024,10/23/2024,False,1,student,fiction
U142,B142,8/14/2022,9/2/2022,False,1,faculty,fiction
U143,B143,9/24/2020,10/13/2020,False,1,student,fiction
U144,B144,11/24/2024,12/4/2024,True,1,faculty,science
U145,B145,2/5/2022,2/24/2022,True,1,staff,history
U146,B146,7/29/2024,8/17/2024,True,1,staff,non-fiction
U147,B147,2/4/2025,2/17/2025,True,1,faculty,non-fiction
U148,B148,1/27/2025,2/5/2025,True,1,staff,fiction
U149,B149,10/2/2023,10/12/2023,True,1,staff,fiction
U150,B150,9/17/2023,9/18/2023,True,0,staff,fiction
U151,B151,5/6/2023,5/12/2023,False,0,staff,science
U152,B152,12/23/2023,1/4/2024,True,1,staff,fiction
U153,B153,10/7/2024,10/24/2024,True,1,staff,science
U154,B154,3/3/2023,3/17/2023,True,1,student,art
U155,B155,11/2/2021,11/14/2021,False,1,faculty,science
U156,B156,4/15/2021,4/22/2021,True,0,student,fiction
U157,B157,7/18/2022,8/1/2022,False,1,staff,art
U158,B158,3/28/2023,4/6/2023,True,1,staff,art
U159,B159,5/14/2023,5/20/2023,True,0,student,art
U160,B160,8/4/2024,8/13/2024,True,1,faculty,art
U161,B161,12/26/2023,12/29/2023,True,0,faculty,fiction
U162,B162,9/17/2024,9/22/2024,False,0,student,non-fiction
U163,B163,3/11/2022,3/12/2022,False,0,student,history
U164,B164,6/23/2024,7/1/2024,True,1,student,science
U165,B165,11/4/2023,11/6/2023,True,0,faculty,art
U166,B166,3/14/2020,3/17/2020,True,0,student,non-fiction
U167,B167,8/6/2023,8/22/2023,True,1,staff,science
U168,B168,3/2/2024,3/6/2024,False,0,staff,science
U169,B169,12/30/2024,1/15/2025,False,1,faculty,science
U170,B170,3/10/2020,3/16/2020,False,0,student,science
U171,B171,2/16/2023,3/7/2023,False,1,faculty,non-fiction
U172,B172,12/9/2024,12/15/2024,True,0,staff,art
U173,B173,1/15/2021,1/24/2021,True,1,faculty,science
U174,B174,12/28/2023,1/16/2024,True,1,student,fiction
U175,B175,7/4/2024,7/21/2024,True,1,staff,fiction
U176,B176,8/26/2024,9/12/2024,True,1,student,art
U177,B177,7/16/2020,8/5/2020,True,1,faculty,art
U178,B178,7/9/2021,7/16/2021,False,0,staff,science
U179,B179,11/15/2020,11/29/2020,False,1,student,science
U180,B180,6/3/2023,6/21/2023,False,1,faculty,science
U181,B181,5/18/2022,5/24/2022,False,0,student,history
U182,B182,1/4/2024,1/17/2024,True,1,staff,non-fiction
U183,B183,11/2/2021,11/21/2021,True,1,staff,non-fiction
U184,B184,5/14/2020,5/30/2020,False,1,faculty,science
U185,B185,5/10/2024,5/17/2024,True,0,student,non-fiction
U186,B186,3/2/2023,3/3/2023,True,0,staff,art
U187,B187,9/14/2021,9/25/2021,True,1,staff,history
U188,B188,1/8/2024,1/10/2024,False,0,student,fiction
U189,B189,3/24/2023,3/29/2023,False,0,faculty,fiction
U190,B190,2/16/2021,2/19/2021,True,0,faculty,history
U191,B191,4/11/2023,4/24/2023,False,1,student,history
U192,B192,12/12/2023,12/28/2023,True,1,student,science
U193,B193,2/5/2022,2/20/2022,True,1,student,history
U194,B194,6/30/2022,7/8/2022,False,1,student,art
U195,B195,10/21/2022,11/4/2022,False,1,student,history
U196,B196,8/22/2023,9/9/2023,False,1,staff,science
U197,B197,10/17/2022,10/19/2022,False,0,student,art
U198,B198,9/12/2022,9/16/2022,True,0,student,history
U199,B199,5/4/2023,5/12/2023,False,1,staff,history
U200,B200,10/24/2022,10/31/2022,True,0,student,art
U201,B201,8/11/2024,8/24/2024,True,1,staff,science
U202,B202,6/8/2020,6/21/2020,False,1,staff,art
U203,B203,10/30/2022,11/8/2022,True,1,student,non-fiction
U204,B204,1/7/2025,1/16/2025,True,1,staff,non-fiction
U205,B205,1/15/2023,1/31/2023,False,1,student,non-fiction
U206,B206,6/8/2021,6/19/2021,False,1,faculty,fiction
U207,B207,12/12/2023,12/29/2023,False,1,faculty,science
U208,B208,3/19/2025,4/4/2025,True,1,staff,art
U209,B209,6/18/2022,6/21/2022,True,0,staff,fiction
U210,B210,5/21/2020,6/2/2020,False,1,staff,non-fiction
U211,B211,5/26/2022,6/6/2022,False,1,student,science
U212,B212,12/2/2020,12/6/2020,True,0,student,non-fiction
U213,B213,9/25/2021,10/6/2021,False,1,faculty,fiction
U214,B214,3/31/2022,4/6/2022,True,0,student,science
U215,B215,7/21/2024,8/1/2024,False,1,student,non-fiction
U216,B216,3/10/2021,3/20/2021,True,1,faculty,science
U217,B217,12/1/2022,12/4/2022,True,0,student,non-fiction
U218,B218,7/15/2021,7/19/2021,True,0,faculty,fiction
U219,B219,12/23/2021,1/4/2022,True,1,student,fiction
U220,B220,9/26/2024,9/27/2024,True,0,faculty,non-fiction
U221,B221,6/7/2024,6/12/2024,True,0,faculty,science
U222,B222,1/24/2025,2/5/2025,False,1,staff,science
U223,B223,10/20/2023,11/1/2023,True,1,faculty,art
U224,B224,9/23/2020,10/2/2020,True,1,student,art
U225,B225,5/26/2023,6/5/2023,True,1,student,fiction
U226,B226,7/2/2021,7/11/2021,False,1,staff,non-fiction
U227,B227,2/14/2021,3/5/2021,True,1,faculty,science
U228,B228,7/18/2022,8/4/2022,False,1,staff,art
U229,B229,8/27/2024,9/14/2024,False,1,student,science
U230,B230,9/7/2024,9/15/2024,False,1,faculty,fiction
U231,B231,1/1/2025,1/2/2025,False,0,student,history
U232,B232,8/9/2022,8/21/2022,True,1,staff,non-fiction
U233,B233,10/20/2021,10/28/2021,True,1,faculty,science
U234,B234,6/12/2024,6/17/2024,True,0,student,history
U235,B235,9/29/2022,10/5/2022,True,0,staff,non-fiction
U236,B236,6/1/2022,6/4/2022,False,0,faculty,art
U237,B237,3/10/2025,3/26/2025,False,1,faculty,non-fiction
U238,B238,7/6/2023,7/7/2023,False,0,student,non-fiction
U239,B239,5/13/2024,5/30/2024,False,1,faculty,art
U240,B240,4/28/2022,5/10/2022,True,1,staff,science
U241,B241,10/10/2022,10/18/2022,False,1,student,history
U242,B242,10/25/2023,10/29/2023,True,0,staff,science
U243,B243,5/17/2021,5/22/2021,False,0,faculty,history
U244,B244,4/21/2022,5/5/2022,False,1,faculty,fiction
U245,B245,5/25/2024,6/14/2024,True,1,staff,history
U246,B246,1/8/2022,1/20/2022,False,1,student,history
U247,B247,10/7/2021,10/9/2021,False,0,staff,science
U248,B248,12/4/2021,12/22/2021,True,1,faculty,history
U249,B249,1/2/2021,1/3/2021,True,0,faculty,art
U250,B250,6/10/2021,6/24/2021,True,1,faculty,science
U251,B251,5/7/2023,5/22/2023,True,1,faculty,history
U252,B252,1/21/2021,1/30/2021,True,1,staff,non-fiction
U253,B253,8/25/2022,9/6/2022,True,1,student,history
U254,B254,3/2/2025,3/10/2025,False,1,student,art
U255,B255,9/3/2020,9/21/2020,False,1,faculty,history
U256,B256,5/27/2020,6/16/2020,False,1,student,non-fiction
U257,B257,7/17/2024,7/22/2024,True,0,student,science
U258,B258,6/3/2020,6/19/2020,False,1,faculty,history
U259,B259,10/13/2021,10/18/2021,True,0,staff,fiction
U260,B260,4/17/2021,4/21/2021,True,0,student,art
U261,B261,10/24/2023,11/11/2023,True,1,student,art
U262,B262,5/18/2021,6/5/2021,True,1,faculty,art
U263,B263,3/12/2023,3/18/2023,True,0,staff,art
U264,B264,11/15/2020,11/16/2020,True,0,staff,fiction
U265,B265,8/24/2022,9/1/2022,True,1,staff,art
U266,B266,9/3/2024,9/14/2024,False,1,staff,art
U267,B267,8/22/2021,9/7/2021,False,1,staff,history
U268,B268,1/28/2020,2/8/2020,False,1,student,science
U269,B269,6/27/2021,7/14/2021,True,1,staff,fiction
U270,B270,12/23/2020,1/8/2021,False,1,staff,fiction
U271,B271,12/14/2022,1/1/2023,False,1,faculty,art
U272,B272,10/30/2022,11/5/2022,True,0,student,non-fiction
U273,B273,7/24/2020,7/25/2020,True,0,staff,history
U274,B274,11/24/2020,11/26/2020,False,0,staff,non-fiction
U275,B275,10/27/2024,11/10/2024,True,1,student,non-fiction
U276,B276,3/24/2025,4/5/2025,False,1,student,history
U277,B277,12/31/2020,1/12/2021,True,1,staff,fiction
U278,B278,8/6/2022,8/11/2022,True,0,staff,science
U279,B279,9/18/2021,9/26/2021,True,1,staff,history
U280,B280,11/11/2021,12/1/2021,False,1,faculty,history
U281,B281,6/28/2020,7/14/2020,True,1,student,fiction
U282,B282,12/10/2022,12/29/2022,False,1,staff,fiction
U283,B283,11/29/2022,12/14/2022,True,1,student,non-fiction
U284,B284,2/24/2024,3/1/2024,True,0,faculty,non-fiction
U285,B285,6/20/2020,7/2/2020,False,1,staff,art
U286,B286,1/29/2025,2/10/2025,True,1,staff,art
U287,B287,11/30/2023,12/4/2023,False,0,student,fiction
U288,B288,10/14/2020,10/22/2020,False,1,student,art
U289,B289,1/29/2020,2/6/2020,False,1,student,history
U290,B290,7/5/2020,7/21/2020,True,1,student,non-fiction
U291,B291,11/17/2022,12/2/2022,False,1,faculty,fiction
U292,B292,11/27/2022,11/28/2022,False,0,staff,non-fiction
U293,B293,11/28/2024,12/3/2024,False,0,staff,fiction
U294,B294,1/19/2021,2/6/2021,True,1,faculty,history
U295,B295,10/20/2022,10/21/2022,True,0,student,art
U296,B296,1/8/2025,1/13/2025,False,0,staff,art
U297,B297,12/4/2020,12/5/2020,True,0,faculty,history
U298,B298,10/15/2023,10/31/2023,False,1,student,art
U299,B299,7/29/2023,8/2/2023,False,0,staff,history
U300,B300,3/30/2020,4/1/2020,True,0,student,history
U301,B301,7/15/2022,7/17/2022,True,0,student,non-fiction
U302,B302,4/16/2024,5/4/2024,True,1,staff,science
U303,B303,4/22/2023,5/2/2023,True,1,student,history
U304,B304,11/13/2020,12/1/2020,False,1,student,art
U305,B305,3/17/2020,4/3/2020,False,1,student,art
U306,B306,5/6/2022,5/16/2022,True,1,faculty,science
U307,B307,3/19/2024,4/5/2024,True,1,staff,science
U308,B308,8/5/2021,8/11/2021,True,0,student,history
U309,B309,8/12/2021,8/22/2021,False,1,faculty,art
U310,B310,12/10/2020,12/29/2020,False,1,student,history
U311,B311,9/17/2024,9/22/2024,False,0,faculty,fiction
U312,B312,8/18/2022,8/27/2022,True,1,staff,history
U313,B313,7/11/2021,7/20/2021,False,1,staff,non-fiction
U314,B314,8/4/2022,8/24/2022,False,1,student,non-fiction
U315,B315,7/24/2023,7/30/2023,True,0,staff,art
U316,B316,8/8/2024,8/27/2024,False,1,staff,fiction
U317,B317,6/23/2022,6/25/2022,True,0,student,history
U318,B318,2/29/2020,3/9/2020,True,1,staff,art
U319,B319,6/15/2023,6/23/2023,False,1,staff,art
U320,B320,8/20/2023,9/6/2023,True,1,staff,art
U321,B321,3/15/2025,3/18/2025,False,0,faculty,science
U322,B322,4/13/2025,4/22/2025,False,1,staff,history
U323,B323,7/18/2023,8/1/2023,False,1,faculty,fiction
U324,B324,11/9/2023,11/23/2023,False,1,faculty,science
U325,B325,7/20/2023,7/30/2023,False,1,staff,art
U326,B326,11/1/2024,11/12/2024,True,1,student,non-fiction
U327,B327,11/6/2023,11/10/2023,True,0,student,science
U328,B328,6/10/2023,6/19/2023,True,1,faculty,history
U329,B329,1/28/2024,2/17/2024,False,1,faculty,science
U330,B330,2/23/2023,3/12/2023,True,1,student,art
U331,B331,8/21/2023,8/27/2023,True,0,faculty,history
U332,B332,9/2/2022,9/17/2022,False,1,student,art
U333,B333,10/9/2020,10/18/2020,False,1,faculty,art
U334,B334,10/11/2021,10/17/2021,True,0,staff,art
U335,B335,6/30/2022,7/11/2022,False,1,staff,non-fiction
U336,B336,2/11/2025,2/20/2025,False,1,student,art
U337,B337,8/30/2023,9/13/2023,False,1,faculty,science
U338,B338,2/20/2023,2/24/2023,False,0,faculty,non-fiction
U339,B339,5/29/2020,6/11/2020,True,1,faculty,fiction
U340,B340,4/11/2023,4/30/2023,False,1,faculty,art
U341,B341,1/3/2022,1/20/2022,True,1,faculty,fiction
U342,B342,1/16/2021,1/21/2021,True,0,student,science
U343,B343,11/29/2022,12/3/2022,True,0,student,non-fiction
U344,B344,3/10/2024,3/28/2024,False,1,faculty,science
U345,B345,6/30/2022,7/18/2022,True,1,faculty,science
U346,B346,7/21/2021,8/7/2021,False,1,student,science
U347,B347,1/4/2025,1/9/2025,False,0,staff,science
U348,B348,11/8/2021,11/15/2021,False,0,student,history
U349,B349,2/13/2023,2/24/2023,True,1,staff,history
U350,B350,12/21/2020,12/25/2020,True,0,staff,fiction
U351,B351,11/30/2022,12/9/2022,False,1,staff,history
U352,B352,9/26/2022,10/11/2022,True,1,student,science
U353,B353,5/17/2021,6/6/2021,True,1,staff,science
U354,B354,7/5/2020,7/24/2020,True,1,faculty,art
U355,B355,12/15/2021,12/18/2021,False,0,faculty,science
U356,B356,2/27/2024,3/3/2024,True,0,staff,fiction
U357,B357,6/29/2020,7/5/2020,True,0,student,art
U358,B358,5/11/2021,5/30/2021,True,1,faculty,science
U359,B359,5/22/2023,5/25/2023,True,0,staff,non-fiction
U360,B360,2/2/2025,2/15/2025,True,1,faculty,science
U361,B361,10/10/2020,10/14/2020,False,0,student,art
U362,B362,4/8/2024,4/28/2024,True,1,staff,non-fiction
U363,B363,7/17/2022,7/26/2022,True,1,staff,history
U364,B364,2/14/2021,3/1/2021,True,1,faculty,art
U365,B365,4/21/2024,5/11/2024,False,1,staff,art
U366,B366,8/5/2022,8/11/2022,False,0,student,fiction
U367,B367,12/17/2021,12/29/2021,False,1,faculty,science
U368,B368,7/11/2022,7/29/2022,False,1,faculty,science
U369,B369,3/30/2025,4/1/2025,False,0,staff,non-fiction
U370,B370,12/10/2024,12/24/2024,False,1,staff,science
U371,B371,11/5/2022,11/13/2022,True,1,staff,art
U372,B372,11/5/2022,11/24/2022,False,1,student,fiction
U373,B373,2/14/2023,2/17/2023,True,0,faculty,science
U374,B374,9/29/2021,10/1/2021,False,0,faculty,art
U375,B375,1/4/2025,1/9/2025,False,0,student,fiction
U376,B376,12/18/2022,12/23/2022,False,0,staff,art
U377,B377,4/16/2024,4/17/2024,False,0,student,non-fiction
U378,B378,12/15/2024,12/24/2024,False,1,student,science
U379,B379,5/9/2020,5/17/2020,False,1,student,fiction
U380,B380,11/3/2024,11/6/2024,True,0,faculty,fiction
U381,B381,11/11/2022,11/25/2022,True,1,staff,fiction
U382,B382,1/18/2021,1/22/2021,False,0,student,history
U383,B383,1/2/2021,1/5/2021,False,0,faculty,science
U384,B384,4/6/2025,4/11/2025,True,0,student,science
U385,B385,10/10/2021,10/25/2021,True,1,student,non-fiction
U386,B386,7/25/2022,8/13/2022,True,1,faculty,art
U387,B387,6/24/2021,7/12/2021,True,1,staff,fiction
U388,B388,1/9/2021,1/22/2021,True,1,student,history
U389,B389,9/21/2024,10/10/2024,True,1,faculty,history
U390,B390,1/23/2022,1/28/2022,False,0,staff,science
U391,B391,3/17/2022,4/2/2022,True,1,student,art
U392,B392,8/18/2020,9/1/2020,False,1,staff,non-fiction
U393,B393,11/9/2020,11/12/2020,True,0,faculty,non-fiction
U394,B394,4/28/2023,5/18/2023,True,1,staff,non-fiction
U395,B395,6/17/2022,6/18/2022,True,0,student,history
U396,B396,7/8/2024,7/23/2024,True,1,student,history
U397,B397,3/13/2021,3/26/2021,True,1,staff,art
U398,B398,10/18/2022,10/22/2022,False,0,student,art
U399,B399,1/13/2023,2/2/2023,True,1,faculty,history
U400,B400,11/8/2023,11/17/2023,False,1,staff,art
U401,B401,4/20/2020,5/8/2020,True,1,staff,history
U402,B402,6/30/2020,7/1/2020,True,0,staff,history
U403,B403,4/2/2025,4/7/2025,True,0,staff,history
U404,B404,9/19/2021,9/24/2021,False,0,staff,art
U405,B405,7/18/2023,7/31/2023,False,1,faculty,history
U406,B406,1/10/2021,1/26/2021,True,1,staff,non-fiction
U407,B407,8/28/2023,9/4/2023,False,0,staff,non-fiction
U408,B408,8/27/2021,8/31/2021,False,0,faculty,art
U409,B409,6/3/2023,6/12/2023,True,1,student,art
U410,B410,7/28/2020,8/8/2020,False,1,student,science
U411,B411,10/24/2020,10/28/2020,False,0,student,art
U412,B412,2/8/2020,2/23/2020,True,1,faculty,fiction
U413,B413,9/22/2024,10/7/2024,False,1,faculty,art
U414,B414,11/29/2020,12/12/2020,False,1,faculty,history
U415,B415,3/27/2022,4/5/2022,False,1,staff,non-fiction
U416,B416,8/3/2024,8/18/2024,True,1,staff,non-fiction
U417,B417,6/1/2020,6/6/2020,True,0,student,non-fiction
U418,B418,8/7/2021,8/12/2021,False,0,staff,science
U419,B419,3/19/2023,4/3/2023,False,1,student,history
U420,B420,1/23/2025,1/25/2025,False,0,student,fiction
U421,B421,3/1/2025,3/15/2025,True,1,staff,non-fiction
U422,B422,3/19/2025,3/29/2025,False,1,staff,non-fiction
U423,B423,10/15/2022,11/2/2022,True,1,faculty,history
U424,B424,9/3/2022,9/6/2022,False,0,staff,history
U425,B425,12/9/2024,12/27/2024,True,1,staff,art
U426,B426,10/27/2021,11/16/2021,False,1,student,history
U427,B427,4/5/2020,4/6/2020,False,0,staff,science
U428,B428,10/21/2021,11/8/2021,True,1,staff,non-fiction
U429,B429,5/29/2021,6/17/2021,False,1,staff,non-fiction
U430,B430,8/9/2023,8/16/2023,True,0,faculty,science
U431,B431,6/6/2021,6/24/2021,False,1,student,art
U432,B432,8/30/2023,9/7/2023,False,1,staff,art
U433,B433,4/7/2020,4/20/2020,True,1,staff,fiction
U434,B434,2/8/2024,2/12/2024,True,0,faculty,non-fiction
U435,B435,5/17/2021,5/19/2021,True,0,staff,history
U436,B436,6/21/2023,7/4/2023,True,1,student,art
U437,B437,8/18/2023,9/4/2023,False,1,faculty,non-fiction
U438,B438,7/11/2023,7/12/2023,False,0,faculty,fiction
U439,B439,11/16/2020,11/28/2020,False,1,student,non-fiction
U440,B440,5/12/2020,5/29/2020,True,1,faculty,fiction
U441,B441,3/14/2020,3/18/2020,False,0,staff,history
U442,B442,1/12/2020,1/18/2020,True,0,staff,fiction
U443,B443,3/2/2021,3/14/2021,True,1,staff,history
U444,B444,10/25/2023,11/5/2023,True,1,faculty,science
U445,B445,2/8/2024,2/15/2024,False,0,staff,non-fiction
U446,B446,3/9/2024,3/11/2024,False,0,student,art
U447,B447,8/27/2020,9/1/2020,True,0,staff,science
U448,B448,8/19/2020,8/22/2020,True,0,student,art
U449,B449,1/28/2022,1/29/2022,False,0,faculty,non-fiction
U450,B450,10/30/2020,11/4/2020,False,0,staff,science
U451,B451,3/2/2023,3/14/2023,True,1,faculty,science
U452,B452,11/18/2023,11/22/2023,True,0,staff,science
U453,B453,6/25/2022,7/12/2022,True,1,student,science
U454,B454,7/25/2023,8/3/2023,False,1,student,art
U455,B455,2/2/2021,2/20/2021,False,1,student,science
U456,B456,6/23/2021,7/4/2021,True,1,staff,science
U457,B457,1/9/2020,1/10/2020,True,0,student,science
U458,B458,6/2/2024,6/13/2024,False,1,student,non-fiction
U459,B459,7/28/2021,8/3/2021,True,0,faculty,non-fiction
U460,B460,8/4/2021,8/11/2021,True,0,staff,history
U461,B461,8/10/2022,8/23/2022,False,1,faculty,science
U462,B462,10/10/2020,10/11/2020,True,0,faculty,history
U463,B463,12/25/2021,12/30/2021,False,0,student,history
